ID,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14,Class15,Class16,Class17,Class18,Class19,Class20,Class21,Class22,Class23,Class24,Class25,Class26,Class27,Class28,Class29,Class30,Class31,Class32,Class33,Class34,Class35,Class36,Class37,Class38,Class39,Class40,Class41,Class42,Class43,Class44,Class45,Class46,Class47,Class48,Class49,Class50
11,0.0012065,0.0065715,0.0064223,0.0026950,0.0083242,0.0017174,0.0064815,0.0044788,0.0037270,0.0024315,0.0029456,0.0176028,0.0184454,0.0118849,0.0177432,0.0026374,0.0021857,0.0042089,0.0041576,0.0113412,0.0290866,0.0170853,0.0378066,0.0032193,0.0021619,0.0042151,0.0033198,0.0232135,0.0547486,0.0134382,0.0278884,0.0096747,0.0012580,0.0023046,0.2404053,0.0253183,0.0042476,0.0059701,0.0127326,0.0098257,0.0075576,0.0023778,0.0044564,0.0413863,0.1570634,0.0049445,0.0256264,0.0032054,0.0107674,0.0774863
12,0.0000082,0.0005361,0.0015799,0.0000066,0.0004526,0.0000096,0.0002341,0.0000289,0.0000131,0.0001633,0.0000187,0.0000375,0.0000457,0.0000358,0.0000431,0.0000402,0.0001192,0.0000263,0.0000896,0.0001816,0.0000149,0.0000295,0.0000102,0.0000122,0.0003534,0.0000641,0.9708685,0.0000032,0.0007147,0.0000102,0.0002869,0.0003649,0.0001989,0.0000586,0.0000341,0.0182672,0.0015730,0.0006988,0.0000388,0.0000425,0.0000254,0.0000129,0.0000072,0.0000564,0.0010177,0.0005563,0.0006251,0.0001290,0.0001970,0.0000579
13,0.0000063,0.0000041,0.0000723,0.0000018,0.0000013,0.0000025,0.0000008,0.0000572,0.0000052,0.0000113,0.0000018,0.0000021,0.0000039,0.0000075,0.0000138,0.0000007,0.0000022,0.0000321,0.0000718,0.0000008,0.0000179,0.0000040,0.0000242,0.0000004,0.0000068,0.0000012,0.0000065,0.0000004,0.0000002,0.0000007,0.0000092,0.0080683,0.0000063,0.0000013,0.0000013,0.0000002,0.0000221,0.0000007,0.0000011,0.0000005,0.0000023,0.0000013,0.0000005,0.0000151,0.9914334,0.0000136,0.0000104,0.0000020,0.0000428,0.0000060
14,0.0041725,0.1256464,0.0020092,0.0193484,0.0007567,0.0034016,0.0038700,0.0033762,0.0266067,0.0069300,0.0887809,0.0016418,0.0264112,0.0109111,0.0100684,0.0190644,0.0033880,0.0004947,0.0078358,0.0735323,0.0039158,0.0034191,0.0064623,0.0000385,0.0218313,0.0138789,0.0075400,0.0118794,0.0049339,0.0009138,0.0382606,0.0307062,0.0024583,0.0058426,0.0085635,0.0017843,0.0003361,0.0010727,0.0083720,0.0072847,0.0216631,0.0020849,0.0782586,0.0019653,0.0079662,0.0058421,0.2013063,0.0031519,0.0038728,0.0561483
15,0.0000188,0.0003768,0.0000042,0.0000611,0.0001103,0.0000357,0.0000893,0.0000042,0.0000349,0.0000290,0.0000884,0.0002526,0.0000040,0.0002315,0.9958485,0.0001755,0.0000033,0.0000037,0.0000292,0.0000034,0.0000029,0.0000009,0.0000569,0.0000019,0.0000622,0.0000013,0.0000016,0.0014237,0.0000087,0.0000035,0.0000003,0.0000028,0.0000073,0.0000033,0.0000368,0.0000710,0.0000515,0.0006943,0.0000017,0.0000147,0.0000278,0.0000044,0.0000647,0.0000190,0.0000124,0.0000050,0.0000033,0.0000034,0.0000076,0.0000009
16,0.0000026,0.0000003,0.0002046,0.0001124,0.0000443,0.0000622,0.0000053,0.0000071,0.0000026,0.0019084,0.9018941,0.0000093,0.0000335,0.0000584,0.0000026,0.0001100,0.0000018,0.0275748,0.0183570,0.0000018,0.0000680,0.0000115,0.0158697,0.0000102,0.0000021,0.0003328,0.0000019,0.0000412,0.0000276,0.0000004,0.0001757,0.0000009,0.0000328,0.0000012,0.0000070,0.0000193,0.0000023,0.0000015,0.0000584,0.0000412,0.0326882,0.0000736,0.0000030,0.0000028,0.0000404,0.0000065,0.0000058,0.0000068,0.0000364,0.0000381
17,0.0002870,0.0000532,0.0000049,0.0001092,0.0000304,0.0000239,0.0019659,0.0021346,0.0000479,0.0000349,0.0000073,0.0000258,0.0000407,0.0000375,0.0000215,0.0015719,0.0000336,0.0000598,0.0001073,0.0036441,0.0000589,0.5961425,0.0001655,0.0007763,0.0000842,0.0000310,0.3648681,0.0000888,0.0000098,0.0000094,0.0002641,0.0000045,0.0000117,0.0000654,0.0002559,0.0243737,0.0001787,0.0004516,0.0000256,0.0005630,0.0000897,0.0000396,0.0000191,0.0000420,0.0000209,0.0000453,0.0000085,0.0005366,0.0000841,0.0004442
18,0.0009090,0.0014564,0.0005205,0.0733282,0.0005070,0.0028277,0.0000931,0.0010597,0.0003094,0.0008956,0.0037527,0.0004349,0.0006308,0.0033684,0.0026134,0.0008112,0.0005912,0.0016085,0.0024131,0.7376711,0.0040653,0.0035688,0.0008170,0.0017846,0.0006972,0.0007232,0.0018217,0.0053493,0.0010811,0.0042333,0.0005876,0.0026304,0.0003396,0.0003459,0.0006812,0.0028782,0.0001043,0.0048597,0.0022958,0.0015744,0.0009939,0.0043900,0.0888879,0.0021971,0.0016203,0.0026371,0.0002706,0.0101675,0.0119772,0.0006181
19,0.0007238,0.0066492,0.0019599,0.0002276,0.0177523,0.4693637,0.0005143,0.0021084,0.0014276,0.0010428,0.0027297,0.0007530,0.0019614,0.0026826,0.0003844,0.0001319,0.0001487,0.0013080,0.0005727,0.0006444,0.0008031,0.0283771,0.0745882,0.0023669,0.0014457,0.0001239,0.0003697,0.1603001,0.0008904,0.0049731,0.0077628,0.0229544,0.0008316,0.0006470,0.0072619,0.0022091,0.0003341,0.0020206,0.0059377,0.0099874,0.0001610,0.0001811,0.0011493,0.0865055,0.0007503,0.0589122,0.0009234,0.0008899,0.0021825,0.0010735
20,0.9613979,0.0000366,0.0002739,0.0000280,0.0000470,0.0001051,0.0054766,0.0005232,0.0000176,0.0000187,0.0095780,0.0000343,0.0000677,0.0013183,0.0000589,0.0002106,0.0005879,0.0033756,0.0030921,0.0090005,0.0002022,0.0001077,0.0001406,0.0000681,0.0000492,0.0006648,0.0004192,0.0000322,0.0000129,0.0000459,0.0000039,0.0000677,0.0000244,0.0000973,0.0000789,0.0002849,0.0000178,0.0002198,0.0000065,0.0000099,0.0000816,0.0000197,0.0000859,0.0018788,0.0000038,0.0000044,0.0000143,0.0000618,0.0000116,0.0000355
21,0.9999155,0.0000002,0.0000002,0.0000007,0.0000007,0.0000167,0.0000001,0.0000008,0.0000004,0.0000002,0.0000010,0.0000012,0.0000004,0.0000003,0.0000005,0.0000003,0.0000015,0.0000007,0.0000003,0.0000006,0.0000044,0.0000005,0.0000008,0.0000002,0.0000028,0.0000007,0.0000009,0.0000000,0.0000081,0.0000008,0.0000002,0.0000002,0.0000004,0.0000015,0.0000001,0.0000016,0.0000004,0.0000026,0.0000044,0.0000023,0.0000019,0.0000178,0.0000003,0.0000004,0.0000003,0.0000000,0.0000026,0.0000006,0.0000010,0.0000002
22,0.0003071,0.0007994,0.0001086,0.0001388,0.0261827,0.0006569,0.0240578,0.0003640,0.0001629,0.0069964,0.0002505,0.0003004,0.0003059,0.0001287,0.0017282,0.0011167,0.0065986,0.0002247,0.0000673,0.0050458,0.0006544,0.0006978,0.0004770,0.0030027,0.0005698,0.0021368,0.0005153,0.0001156,0.0000202,0.0002437,0.0023733,0.0001665,0.8907117,0.0063879,0.0009413,0.0046241,0.0000629,0.0002790,0.0002026,0.0001114,0.0032672,0.0001861,0.0004509,0.0006918,0.0024877,0.0003110,0.0015088,0.0003949,0.0008394,0.0000266
23,0.0000196,0.0000214,0.0000199,0.9031852,0.0000486,0.0095692,0.0000487,0.0000217,0.0001285,0.0664613,0.0000063,0.0000557,0.0000619,0.0000702,0.0000217,0.0001136,0.0000961,0.0006822,0.0000395,0.0001163,0.0014800,0.0000062,0.0000750,0.0000171,0.0000321,0.0000487,0.0000495,0.0008785,0.0000555,0.0002130,0.0002053,0.0000720,0.0008416,0.0001516,0.0000105,0.0000620,0.0001851,0.0000617,0.0000580,0.0017107,0.0000296,0.0001826,0.0000737,0.0007907,0.0000278,0.0115617,0.0000570,0.0000680,0.0001741,0.0000330
24,0.0001904,0.0001934,0.0008891,0.0002899,0.0001574,0.0000768,0.0022943,0.0002013,0.0000555,0.0000312,0.0000233,0.0001064,0.0012918,0.0002072,0.0000951,0.0004994,0.0004398,0.0000688,0.0002218,0.0000814,0.0002606,0.0002221,0.0001026,0.0000672,0.0001278,0.0001672,0.0001766,0.0001786,0.0000403,0.0001350,0.0001060,0.0001879,0.0008590,0.0000107,0.0003256,0.0001624,0.0000610,0.0003637,0.0002617,0.0001888,0.0001459,0.0000408,0.0002372,0.0011264,0.0002452,0.0002246,0.9863431,0.0000877,0.0001083,0.0000217
25,0.0010361,0.0004889,0.0000213,0.0000480,0.0012327,0.0001468,0.0000447,0.0000365,0.0023051,0.0007536,0.0000415,0.0003195,0.0000158,0.0000300,0.0000650,0.0228483,0.0000278,0.0000979,0.0490592,0.0000127,0.0024090,0.7804820,0.0007598,0.0025379,0.0002429,0.0162973,0.0000481,0.0071877,0.0006793,0.0015677,0.0340653,0.0005822,0.0033856,0.0248766,0.0002405,0.0044178,0.0000803,0.0001415,0.0002357,0.0002138,0.0000473,0.0006490,0.0000189,0.0002717,0.0064180,0.0110029,0.0005354,0.0000664,0.0218862,0.0000219
26,0.0000508,0.0000713,0.0000436,0.0002864,0.0004221,0.9351501,0.0003030,0.0010829,0.0000939,0.0000149,0.0000296,0.0000743,0.0020218,0.0000745,0.0000699,0.0034338,0.0001946,0.0003046,0.0084932,0.0000934,0.0001085,0.0001711,0.0000357,0.0001095,0.0000555,0.0000763,0.0034866,0.0072066,0.0001061,0.0000329,0.0000624,0.0000928,0.0021332,0.0001785,0.0176923,0.0008505,0.0005628,0.0000458,0.0003140,0.0005865,0.0107647,0.0000589,0.0002201,0.0001930,0.0000187,0.0001919,0.0003309,0.0001579,0.0018377,0.0000098
27,0.0012648,0.0006136,0.1425851,0.0006900,0.0084382,0.0036961,0.0026890,0.0007753,0.0063236,0.0046737,0.0014936,0.0023667,0.0010313,0.1150473,0.0328636,0.0008080,0.0012232,0.0298334,0.0022528,0.0011566,0.0135046,0.0018483,0.0004178,0.1275364,0.0029090,0.0071787,0.0059124,0.0030967,0.0077354,0.0006334,0.0014545,0.0147861,0.0014189,0.0023340,0.0300201,0.0052761,0.0039834,0.0021051,0.0236869,0.0227436,0.0015216,0.0007127,0.0843788,0.0057794,0.0001436,0.0116272,0.0020400,0.0277674,0.0030584,0.2245637
28,0.0000064,0.0000505,0.0000063,0.0000391,0.0000060,0.0000811,0.0000464,0.0000040,0.0000027,0.0000280,0.0000037,0.0000460,0.0000071,0.0000187,0.0000531,0.0001157,0.0000050,0.0000073,0.0000035,0.0000261,0.0000039,0.0000416,0.0000682,0.0000182,0.0000093,0.0001067,0.0000283,0.0027647,0.0001342,0.0000066,0.0002836,0.0000056,0.0000319,0.0000512,0.0002056,0.0000135,0.0000041,0.0000182,0.0000677,0.0000068,0.0000017,0.0000152,0.0000058,0.9951317,0.0000038,0.0000700,0.0000219,0.0000059,0.0003101,0.0000070
29,0.0001091,0.0523836,0.0003290,0.0000914,0.0061834,0.0218029,0.0000858,0.0009679,0.0005122,0.0037132,0.0211082,0.0001452,0.0001378,0.0004864,0.0013939,0.0001847,0.0000406,0.0014694,0.0015605,0.0003263,0.0001145,0.0022589,0.0013530,0.0000327,0.7149073,0.0363899,0.0001215,0.0001357,0.0009128,0.0000744,0.0001754,0.0005569,0.0004284,0.0009522,0.0003406,0.1026124,0.0025538,0.0010920,0.0025774,0.0000901,0.0024091,0.0008471,0.0004924,0.0033493,0.0014909,0.0058352,0.0010012,0.0014526,0.0001627,0.0022479
30,0.0009207,0.0000635,0.0000123,0.0000228,0.0005273,0.0000078,0.0000068,0.0000166,0.0000160,0.0008653,0.0000524,0.0001188,0.0000039,0.0000306,0.0001770,0.0003473,0.0000208,0.0000011,0.0000103,0.0002840,0.0008508,0.0000023,0.0013626,0.0000025,0.0000097,0.0000939,0.0000007,0.0000448,0.0000508,0.9917508,0.0000048,0.0001308,0.0000891,0.0000150,0.0000822,0.0000029,0.0002434,0.0000102,0.0001249,0.0000020,0.0001822,0.0000047,0.0000143,0.0000025,0.0000199,0.0004536,0.0001494,0.0000079,0.0007461,0.0000401
31,0.0016528,0.0055824,0.0004844,0.0013851,0.0028410,0.0007196,0.0034684,0.0006587,0.0027847,0.0012041,0.0012542,0.0045602,0.0021135,0.0000198,0.6332111,0.0058387,0.0037156,0.0016039,0.0041546,0.0019686,0.0097644,0.0000014,0.0079078,0.0050330,0.0071324,0.0017478,0.0031662,0.0134470,0.0001709,0.0069373,0.0010021,0.2153510,0.0007266,0.0027717,0.0036184,0.0021081,0.0016704,0.0008857,0.0015404,0.0063442,0.0065003,0.0016698,0.0019172,0.0001472,0.0019633,0.0032285,0.0038779,0.0010872,0.0079248,0.0011357
32,0.0000483,0.0002574,0.0028236,0.0047000,0.0009344,0.0000443,0.0008755,0.0009249,0.0022773,0.0003420,0.0003169,0.0001427,0.0000149,0.0055082,0.0000632,0.0037406,0.0004367,0.0016605,0.0000079,0.0000617,0.0000076,0.0007885,0.0001949,0.0004310,0.0013130,0.0000767,0.0000677,0.0071166,0.0015030,0.0005378,0.0001317,0.0001152,0.0001003,0.0001261,0.9580327,0.0000166,0.0000658,0.0002826,0.0002121,0.0001326,0.0020107,0.0000825,0.0001856,0.0002286,0.0001281,0.0001289,0.0004937,0.0000311,0.0002525,0.0000248
33,0.0015552,0.0004926,0.0032128,0.0446832,0.0028255,0.0060883,0.0000168,0.0182746,0.0005290,0.0393962,0.0024789,0.0003213,0.0052351,0.0105121,0.0104272,0.0001926,0.3686238,0.0345177,0.0009257,0.0000497,0.0010211,0.0106927,0.0009021,0.0052502,0.0175953,0.0006188,0.0008829,0.0016445,0.0882609,0.0008884,0.0011618,0.1310211,0.0491063,0.0007446,0.0038459,0.0115874,0.0106933,0.0374340,0.0010863,0.0020145,0.0018849,0.0000177,0.0309962,0.0006128,0.0297728,0.0054543,0.0003421,0.0001116,0.0033410,0.0006562
34,0.0000248,0.0000446,0.0000049,0.0000088,0.0003987,0.0002601,0.0000041,0.0002360,0.0001492,0.0000695,0.0000230,0.0000186,0.0000394,0.0005810,0.0001290,0.0000386,0.0000803,0.0000522,0.0000085,0.0000060,0.0000624,0.0000222,0.0000232,0.0000228,0.0004521,0.0008770,0.0000438,0.0000324,0.0005169,0.0004021,0.0002080,0.0000080,0.0000128,0.0002682,0.0000180,0.0000829,0.0000549,0.0000551,0.0001885,0.0000268,0.0000212,0.0002030,0.0000070,0.0000238,0.0000737,0.0000038,0.0011169,0.0000680,0.0000132,0.9929138
35,0.0119248,0.0048598,0.0103595,0.0045761,0.0009819,0.0008109,0.0017868,0.0003681,0.0006813,0.0021141,0.0000810,0.0024487,0.0120122,0.0547412,0.0159591,0.0008181,0.0008392,0.0007088,0.0369644,0.0053623,0.0620745,0.0104792,0.0001159,0.0371112,0.0057596,0.0065320,0.0075446,0.0506255,0.0049151,0.0095499,0.0018081,0.0051745,0.0390027,0.0085250,0.0069744,0.2037615,0.0446127,0.0069159,0.0743898,0.0070157,0.0006280,0.0089521,0.0025691,0.0121841,0.0002132,0.1148169,0.0188445,0.0069958,0.0064656,0.0670440
36,0.0000503,0.0000656,0.0000321,0.0002057,0.0000076,0.0000377,0.0000555,0.0002956,0.0001289,0.0002165,0.0000748,0.0001422,0.0000137,0.0005647,0.0000272,0.0019193,0.0000268,0.0000286,0.0001485,0.0002037,0.0000281,0.0001468,0.0000298,0.0006205,0.0000033,0.0001182,0.0100422,0.0000410,0.0001060,0.9823553,0.0000267,0.0000460,0.0000217,0.0000262,0.0001619,0.0000056,0.0000743,0.0000766,0.0000104,0.0006726,0.0000784,0.0000174,0.0000770,0.0006505,0.0000727,0.0000255,0.0000081,0.0001320,0.0000263,0.0000541
37,0.0000007,0.0000004,0.0000003,0.0000028,0.0000012,0.0000022,0.0000021,0.0000800,0.0000029,0.0000000,0.0000022,0.0000049,0.0000007,0.0000237,0.0000677,0.0000009,0.0000640,0.0005617,0.0000088,0.0000030,0.0000043,0.0000012,0.0000012,0.0002351,0.0000014,0.0000059,0.0000011,0.0000025,0.0000489,0.0000249,0.0000301,0.0000018,0.0000077,0.0000055,0.9984890,0.0001571,0.0000063,0.0000196,0.0000188,0.0000067,0.0000016,0.0000066,0.0000449,0.0000024,0.0000035,0.0000129,0.0000015,0.0000243,0.0000002,0.0000029
38,0.0002654,0.0001279,0.0002279,0.0007237,0.0019476,0.0003277,0.0000198,0.0000263,0.0038440,0.0000164,0.0041963,0.0001169,0.0012304,0.0000321,0.0037470,0.0036912,0.0001676,0.0002474,0.8478938,0.0001113,0.0001702,0.0003293,0.0018856,0.0000971,0.0003087,0.0005919,0.0002540,0.0001746,0.0004245,0.0000064,0.0000792,0.0010830,0.0001120,0.0004595,0.0000326,0.0790038,0.0014570,0.0000428,0.0007589,0.0002186,0.0006782,0.0000772,0.0029295,0.0001397,0.0015046,0.0000634,0.0000011,0.0004257,0.0375114,0.0002185
39,0.0001315,0.0000088,0.0000802,0.0000051,0.0001288,0.0000528,0.0000002,0.0000165,0.0000151,0.0000602,0.0002744,0.0000137,0.0000234,0.0000100,0.0002599,0.0000374,0.9762208,0.0001663,0.0001597,0.0000698,0.0000637,0.0000052,0.0000262,0.0000439,0.0000509,0.0002691,0.0013170,0.0000131,0.0000183,0.0016824,0.0001166,0.0000355,0.0000123,0.0000359,0.0000282,0.0000112,0.0004426,0.0023295,0.0000393,0.0000162,0.0000201,0.0000126,0.0001305,0.0001795,0.0000110,0.0081207,0.0009428,0.0040808,0.0018651,0.0003454
40,0.0000126,0.0000249,0.0001138,0.0000043,0.0011650,0.0000321,0.0002068,0.0000322,0.0000026,0.0000189,0.0000235,0.0000401,0.0000703,0.0000483,0.0000786,0.0000395,0.0011119,0.0000159,0.0000658,0.0004710,0.9918589,0.0000014,0.0010980,0.0000034,0.0003774,0.0000803,0.0000494,0.0002272,0.0000421,0.0000947,0.0003247,0.0001033,0.0003605,0.0002247,0.0000195,0.0000257,0.0005046,0.0000373,0.0000230,0.0000041,0.0000198,0.0000339,0.0000066,0.0000914,0.0001100,0.0001370,0.0000726,0.0000790,0.0000142,0.0003971
41,0.0010913,0.0004055,0.0001145,0.9682810,0.0000395,0.0000522,0.0000721,0.0000827,0.0030046,0.0000925,0.0006697,0.0001820,0.0004543,0.0000265,0.0001418,0.0000942,0.0000104,0.0000287,0.0006081,0.0000273,0.0000425,0.0000341,0.0006724,0.0042230,0.0000115,0.0000129,0.0025485,0.0016282,0.0000258,0.0000072,0.0017714,0.0000189,0.0000755,0.0000242,0.0000077,0.0000630,0.0002411,0.0099172,0.0000548,0.0000743,0.0005727,0.0001793,0.0007260,0.0001313,0.0003855,0.0000183,0.0000142,0.0000948,0.0001228,0.0008218
42,0.0000039,0.0000003,0.0000013,0.0000053,0.0000387,0.0000006,0.0000003,0.0000007,0.9997577,0.0000260,0.0000038,0.0000002,0.0000068,0.0000004,0.0000027,0.0000014,0.0000004,0.0000106,0.0000005,0.0000004,0.0000000,0.0000003,0.0000004,0.0000001,0.0000024,0.0000174,0.0000047,0.0000072,0.0000172,0.0000008,0.0000002,0.0000008,0.0000002,0.0000004,0.0000003,0.0000012,0.0000013,0.0000004,0.0000010,0.0000360,0.0000065,0.0000005,0.0000115,0.0000004,0.0000249,0.0000002,0.0000006,0.0000001,0.0000007,0.0000004
43,0.0001575,0.0000052,0.0000152,0.0000898,0.0003930,0.0000009,0.0000039,0.0000774,0.0000002,0.0000974,0.0000544,0.0000011,0.0000062,0.0000046,0.0000713,0.0000030,0.0000075,0.0000613,0.0000021,0.0000338,0.0000297,0.0000200,0.0000041,0.0000115,0.0027715,0.0000072,0.0000209,0.0000114,0.0000138,0.0000110,0.9952048,0.0000079,0.0000555,0.0000127,0.0000025,0.0000237,0.0001303,0.0000494,0.0000194,0.0000005,0.0002559,0.0000059,0.0000441,0.0000152,0.0001277,0.0000132,0.0000390,0.0000015,0.0000024,0.0000015
44,0.0005746,0.0005499,0.0015015,0.0018587,0.0013715,0.0357206,0.0002350,0.0022944,0.0026468,0.1377697,0.0096385,0.0018197,0.0003260,0.0088361,0.0018989,0.0006177,0.0002272,0.0002114,0.0054961,0.0005364,0.0004998,0.0003543,0.0009212,0.0009540,0.0745802,0.0008352,0.0010768,0.0103308,0.0017836,0.0002062,0.0252813,0.3318533,0.0130110,0.0061777,0.0200207,0.0312147,0.0251263,0.1233305,0.0003578,0.0009431,0.0001047,0.0001561,0.0102719,0.0003994,0.0041428,0.0610562,0.0003144,0.0087629,0.0311666,0.0006357
45,0.0001082,0.0001044,0.0020164,0.0003971,0.0001407,0.0000745,0.0001753,0.0003957,0.0001045,0.0002490,0.0001088,0.0000106,0.0013431,0.0000214,0.0097308,0.0000902,0.0006185,0.0000431,0.8302650,0.0005958,0.0000303,0.0012632,0.0001175,0.0007339,0.0000365,0.0000837,0.0000799,0.0000592,0.0007144,0.0000663,0.0001718,0.0000890,0.0191150,0.0165874,0.0001145,0.0002015,0.0007442,0.0002488,0.0000452,0.0011301,0.0006677,0.0001836,0.0031555,0.0000449,0.0001178,0.1040583,0.0032190,0.0001275,0.0001444,0.0000556
