ID,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14,Class15,Class16,Class17,Class18,Class19,Class20,Class21,Class22,Class23,Class24,Class25,Class26,Class27,Class28,Class29,Class30,Class31,Class32,Class33,Class34,Class35,Class36,Class37,Class38,Class39,Class40,Class41,Class42,Class43,Class44,Class45,Class46,Class47,Class48,Class49,Class50
11,0.0064761,0.0051722,0.0270329,0.0049446,0.0161341,0.0046754,0.0264330,0.0085707,0.0165044,0.0103576,0.0059787,0.0150234,0.0229707,0.0141636,0.0357125,0.0125380,0.0058033,0.0081335,0.0047959,0.0224413,0.0381385,0.0356023,0.0479113,0.0069656,0.0077626,0.0114426,0.0033946,0.0677898,0.0266924,0.0144792,0.0627796,0.0543315,0.0060661,0.0045567,0.0268364,0.0217002,0.0100584,0.0885516,0.0112568,0.0110121,0.0145592,0.0063680,0.0040864,0.0248601,0.0418257,0.0102585,0.0089059,0.0125567,0.0068425,0.0385468
12,0.0000493,0.0001628,0.0007908,0.0001014,0.0003180,0.0001513,0.0000754,0.0001657,0.0002395,0.0003336,0.0000899,0.0006488,0.0002724,0.0001479,0.0001075,0.0005369,0.0001466,0.0001353,0.0003138,0.0010429,0.0008785,0.0002066,0.0001830,0.0000770,0.0014153,0.0000493,0.9602317,0.0001356,0.0010445,0.0000602,0.0007859,0.0002989,0.0004468,0.0002202,0.0001791,0.0058252,0.0008523,0.0002982,0.0003088,0.0002331,0.0001439,0.0000881,0.0000382,0.0001158,0.0171966,0.0013455,0.0006976,0.0002475,0.0003916,0.0001754
13,0.0002497,0.0004142,0.0002824,0.0013373,0.0002325,0.0003879,0.0001346,0.0027048,0.0002214,0.0002430,0.0002997,0.0010121,0.0002794,0.0005148,0.0003907,0.0001152,0.0005598,0.0006844,0.0006031,0.0001452,0.0005800,0.0002551,0.0007623,0.0006493,0.0003192,0.0001773,0.0004253,0.0000688,0.0003376,0.0002225,0.0000954,0.0921431,0.0003276,0.0004267,0.0002565,0.0002182,0.0001474,0.0003463,0.0001659,0.0062658,0.0001704,0.0002603,0.0001021,0.0001535,0.8808725,0.0003477,0.0004100,0.0008408,0.0005525,0.0012879
14,0.0105592,0.0240399,0.0043017,0.0238483,0.0041362,0.0105961,0.0078887,0.0079565,0.0268768,0.0250362,0.0166532,0.0138975,0.0382356,0.0076684,0.0133857,0.0160160,0.0435929,0.0064422,0.0132123,0.0223446,0.0180605,0.0094611,0.0259610,0.0028969,0.0229453,0.0088020,0.0092461,0.0376364,0.0403316,0.0075970,0.0076751,0.0254137,0.0429765,0.0064863,0.0058176,0.0260824,0.0130312,0.0043457,0.0130228,0.0274974,0.0056176,0.0071937,0.0105696,0.0767898,0.0081000,0.0316935,0.1163071,0.0124826,0.0191940,0.0200775
15,0.0218846,0.0036413,0.0004270,0.0010659,0.0071981,0.0017951,0.0021182,0.0006931,0.0007916,0.0003902,0.0015333,0.0025764,0.0001314,0.0045428,0.9130848,0.0007436,0.0006834,0.0002584,0.0003301,0.0002701,0.0005288,0.0003520,0.0024729,0.0002200,0.0012389,0.0001268,0.0004466,0.0127448,0.0004886,0.0004916,0.0001631,0.0006066,0.0004199,0.0004828,0.0009419,0.0015618,0.0018020,0.0018669,0.0002314,0.0005717,0.0032098,0.0003604,0.0017055,0.0007282,0.0007126,0.0003848,0.0002355,0.0002961,0.0002073,0.0002411
16,0.0013151,0.0038728,0.0033870,0.0026111,0.0031598,0.0005781,0.0008203,0.0008434,0.0017427,0.0073441,0.1592990,0.0008269,0.0007500,0.0029266,0.0026214,0.0039145,0.0010720,0.0882934,0.0566423,0.0015309,0.0010502,0.0011751,0.0399279,0.0013637,0.0012187,0.0053958,0.0007254,0.0032764,0.0013467,0.0013449,0.0014710,0.0007534,0.0012043,0.0015509,0.0030762,0.0014198,0.0015148,0.0022570,0.0027882,0.0010082,0.5688626,0.0016322,0.0015367,0.0012273,0.0016542,0.0011516,0.0003620,0.0010230,0.0038448,0.0012855
17,0.0004799,0.0000345,0.0000544,0.0002027,0.0000445,0.0000775,0.0002499,0.0018771,0.0000692,0.0000947,0.0000261,0.0001068,0.0000494,0.0003593,0.0000792,0.0002383,0.0000223,0.0000474,0.0001330,0.0007213,0.0000551,0.9747191,0.0000420,0.0000797,0.0000811,0.0000941,0.0131618,0.0000802,0.0000228,0.0001823,0.0001225,0.0000569,0.0000484,0.0001023,0.0001122,0.0047859,0.0001152,0.0000413,0.0000838,0.0000363,0.0001175,0.0001260,0.0001286,0.0000871,0.0000155,0.0000397,0.0001162,0.0001494,0.0000968,0.0001329
18,0.0038258,0.0027562,0.0018928,0.0068433,0.0018458,0.0023210,0.0030457,0.0044833,0.0013598,0.0014848,0.0019602,0.8120439,0.0022121,0.0034151,0.0010263,0.0006415,0.0012451,0.0040662,0.0061077,0.0494445,0.0004394,0.0025986,0.0026516,0.0032240,0.0041215,0.0023303,0.0005758,0.0017929,0.0031766,0.0020791,0.0043251,0.0037456,0.0017200,0.0028025,0.0014002,0.0029298,0.0009606,0.0018675,0.0011775,0.0023629,0.0006057,0.0021040,0.0073868,0.0052291,0.0101289,0.0023428,0.0036071,0.0075995,0.0015481,0.0011450
19,0.0026574,0.0095673,0.0276077,0.0055946,0.0021592,0.0947219,0.0099340,0.0209456,0.0141973,0.0056399,0.0144918,0.0265269,0.0427969,0.0111941,0.0076083,0.0034357,0.0045581,0.0140584,0.0068679,0.0027297,0.0071488,0.0512015,0.0271671,0.0262200,0.0156293,0.0049491,0.0036318,0.0696763,0.0060037,0.1043986,0.0418511,0.0236310,0.0164968,0.0258864,0.0060503,0.0067949,0.0038735,0.0080554,0.0203075,0.0137902,0.0259755,0.0021357,0.0106101,0.0530828,0.0100146,0.0341158,0.0072848,0.0240549,0.0068120,0.0158578
20,0.7639921,0.0022240,0.0005468,0.0009269,0.0003608,0.0018850,0.0764886,0.0064952,0.0006978,0.0005359,0.0108961,0.0009181,0.0017947,0.0099430,0.0006875,0.0018026,0.0003154,0.0159913,0.0086267,0.0474274,0.0039392,0.0006978,0.0002415,0.0009644,0.0009774,0.0046509,0.0053858,0.0006882,0.0004496,0.0005036,0.0003675,0.0009041,0.0004450,0.0014464,0.0014694,0.0043745,0.0007112,0.0029917,0.0004679,0.0002529,0.0008194,0.0007206,0.0031477,0.0078700,0.0002030,0.0001733,0.0003215,0.0011602,0.0004265,0.0006728
21,0.9846841,0.0000914,0.0000829,0.0002884,0.0005028,0.0002804,0.0002494,0.0001600,0.0000669,0.0001853,0.0002225,0.0001304,0.0002415,0.0002186,0.0003132,0.0001999,0.0006152,0.0002244,0.0002748,0.0002170,0.0002427,0.0006680,0.0005705,0.0002368,0.0005603,0.0002503,0.0001280,0.0002085,0.0014850,0.0002899,0.0001191,0.0003041,0.0002816,0.0005659,0.0000582,0.0000772,0.0001184,0.0005408,0.0003252,0.0001384,0.0003624,0.0014976,0.0002013,0.0000831,0.0001676,0.0001046,0.0003589,0.0004272,0.0002514,0.0001280
22,0.0010674,0.0032356,0.0039786,0.0047194,0.5882675,0.0041281,0.0050900,0.0010361,0.0010323,0.0042388,0.0008481,0.0010023,0.0039508,0.0090159,0.0025648,0.0033624,0.0089320,0.0117316,0.0031678,0.0071100,0.0039532,0.0027237,0.0082714,0.0042501,0.0026274,0.0063525,0.0036735,0.0038657,0.0008893,0.0027320,0.0037128,0.0014397,0.2072566,0.0120101,0.0030451,0.0154614,0.0015260,0.0031745,0.0021850,0.0021836,0.0066435,0.0025373,0.0020588,0.0031216,0.0018377,0.0020165,0.0033402,0.0135520,0.0037005,0.0013788
23,0.0002804,0.0001439,0.0013288,0.3285059,0.0007092,0.1957174,0.0020612,0.0008953,0.0008573,0.4164967,0.0004383,0.0006438,0.0006346,0.0006188,0.0009451,0.0032849,0.0005965,0.0016448,0.0005987,0.0002529,0.0034105,0.0001777,0.0004144,0.0004904,0.0004273,0.0002611,0.0001861,0.0059518,0.0003431,0.0036155,0.0002233,0.0004990,0.0018657,0.0009894,0.0000712,0.0007083,0.0006860,0.0003396,0.0002555,0.0045806,0.0007243,0.0022833,0.0009466,0.0003397,0.0002883,0.0051284,0.0003909,0.0005522,0.0064059,0.0007896
24,0.0157463,0.0062862,0.0104231,0.0090012,0.0207189,0.0155998,0.0038762,0.0027988,0.0070990,0.0007245,0.0018541,0.0038945,0.0075577,0.0034363,0.0094248,0.0119724,0.0017124,0.0166312,0.0122212,0.0165048,0.0816705,0.0093045,0.0112085,0.0111344,0.0110784,0.0067365,0.0076990,0.0053089,0.0034838,0.0052530,0.0073587,0.0081349,0.0088797,0.0044336,0.0018516,0.0031109,0.0031420,0.0045563,0.0076773,0.0038431,0.0212318,0.0037019,0.0128694,0.0114262,0.0039908,0.0036354,0.5385229,0.0088367,0.0082724,0.0041633
25,0.0032788,0.0029789,0.0030255,0.0017618,0.0016755,0.0014858,0.0038202,0.0010934,0.0022286,0.0033268,0.0001290,0.0029477,0.0004978,0.0022399,0.0016664,0.0099325,0.0022190,0.0023306,0.0138708,0.0026253,0.0036383,0.6863720,0.0040954,0.0024095,0.0020505,0.0290922,0.0042708,0.0343346,0.0031043,0.0097078,0.0398139,0.0018037,0.0097858,0.0120462,0.0058546,0.0101118,0.0036081,0.0021761,0.0022026,0.0041921,0.0053771,0.0015192,0.0019355,0.0012684,0.0079894,0.0172581,0.0058783,0.0046522,0.0180536,0.0022635
26,0.0023652,0.0046149,0.0020749,0.0031255,0.0055801,0.6910511,0.0035982,0.0236433,0.0047789,0.0010447,0.0010864,0.0016651,0.0052991,0.0073823,0.0006872,0.0006547,0.0039241,0.0058866,0.0092284,0.0016562,0.0022459,0.0048709,0.0031832,0.0031162,0.0107946,0.0038659,0.0060381,0.0075799,0.0021679,0.0010448,0.0027925,0.0044615,0.0075716,0.0025586,0.0418165,0.0303524,0.0120055,0.0039569,0.0022372,0.0035283,0.0059269,0.0050175,0.0091208,0.0033292,0.0030820,0.0163636,0.0098664,0.0038269,0.0043700,0.0035615
27,0.0002295,0.0001895,0.0005377,0.9731168,0.0011531,0.0009717,0.0003029,0.0002623,0.0000377,0.0010312,0.0003958,0.0002625,0.0007075,0.0020195,0.0006611,0.0001807,0.0007275,0.0009667,0.0004885,0.0002944,0.0017595,0.0000616,0.0005737,0.0012898,0.0002533,0.0002759,0.0007714,0.0004249,0.0003969,0.0006817,0.0001020,0.0005102,0.0002763,0.0001518,0.0006788,0.0003944,0.0004814,0.0001464,0.0004824,0.0009470,0.0002924,0.0005642,0.0003023,0.0006972,0.0002266,0.0009639,0.0004834,0.0003070,0.0001121,0.0008550
28,0.0000644,0.0000458,0.0001047,0.0001651,0.0001587,0.0001725,0.0001365,0.0000852,0.0001719,0.0001179,0.0001067,0.0001416,0.0003227,0.0001762,0.0010534,0.0003559,0.0001800,0.0000522,0.0004671,0.0002237,0.0001032,0.0001782,0.0010737,0.0001390,0.0001049,0.0001418,0.0002040,0.0012454,0.0003119,0.0000763,0.0009567,0.0000564,0.0002687,0.0001440,0.0009018,0.0002214,0.0001928,0.0001531,0.0001121,0.0002134,0.0000921,0.0000856,0.0001439,0.9856462,0.0001303,0.0007159,0.0002232,0.0001311,0.0015260,0.0002048
29,0.0012206,0.0347723,0.0018093,0.0002124,0.0007820,0.0038681,0.0003053,0.0009666,0.0007393,0.0007290,0.0013785,0.0006445,0.0002369,0.0020128,0.0005564,0.0007549,0.0010144,0.0034206,0.0005340,0.0018631,0.0008101,0.0005675,0.0004734,0.0004411,0.8949575,0.0058340,0.0005645,0.0007566,0.0012948,0.0005900,0.0002042,0.0006380,0.0004570,0.0005178,0.0034167,0.0143969,0.0005399,0.0022987,0.0031378,0.0008101,0.0007547,0.0010253,0.0005002,0.0026722,0.0000968,0.0008923,0.0006749,0.0010760,0.0015616,0.0002186
30,0.0078037,0.0012446,0.0010875,0.0015424,0.0038969,0.0008976,0.0010013,0.0003970,0.0009066,0.0034903,0.0004191,0.0013408,0.0005475,0.0013045,0.0010334,0.0012045,0.0008471,0.0003592,0.0005790,0.0021265,0.0051461,0.0013448,0.0026357,0.0006472,0.0005158,0.0014400,0.0005097,0.0025734,0.0026554,0.9305213,0.0006315,0.0008525,0.0023953,0.0007320,0.0012563,0.0004771,0.0010133,0.0004096,0.0023088,0.0009260,0.0008999,0.0006736,0.0008153,0.0012856,0.0008751,0.0007322,0.0006217,0.0006833,0.0016574,0.0007347
31,0.0111698,0.0081580,0.0018787,0.0095178,0.0064349,0.0016785,0.0069015,0.0046084,0.0072047,0.0133759,0.0095572,0.0038724,0.0058855,0.0022993,0.6104548,0.0037337,0.0051106,0.0060630,0.0058978,0.0041148,0.0256037,0.0130157,0.0025553,0.0120372,0.0058434,0.0052127,0.0289757,0.0142877,0.0054772,0.0048421,0.0052524,0.0180422,0.0038629,0.0162179,0.0088484,0.0179193,0.0018966,0.0048835,0.0064010,0.0062907,0.0054559,0.0061767,0.0053813,0.0026294,0.0110246,0.0119369,0.0029407,0.0050146,0.0082084,0.0058484
32,0.0066799,0.0108776,0.0207494,0.0097826,0.0099778,0.0031687,0.0122156,0.0653871,0.0048411,0.0080869,0.0135028,0.0044664,0.0110537,0.0477569,0.0322685,0.0282618,0.0072088,0.0144071,0.0043267,0.0045444,0.0060018,0.0191850,0.0204140,0.0067316,0.0056734,0.0053627,0.0217418,0.0141255,0.0305597,0.0114204,0.0114484,0.0046376,0.0087814,0.0098072,0.3722184,0.0107278,0.0055595,0.0039004,0.0090674,0.0120542,0.0079900,0.0161772,0.0082325,0.0073492,0.0073987,0.0044876,0.0093827,0.0112443,0.0130260,0.0057297
33,0.0056323,0.0003723,0.0037299,0.0024154,0.0042211,0.0017424,0.0003430,0.0126820,0.0057896,0.0188629,0.0024819,0.0016181,0.0033479,0.0025965,0.0090184,0.0003343,0.7304841,0.0080565,0.0010799,0.0019674,0.0018137,0.0072682,0.0009260,0.0028530,0.0047146,0.0010240,0.0024801,0.0015382,0.0512422,0.0012691,0.0017180,0.0365759,0.0090254,0.0002409,0.0023000,0.0083605,0.0136610,0.0003806,0.0015330,0.0004301,0.0017979,0.0004170,0.0059661,0.0006605,0.0185648,0.0011521,0.0011868,0.0016044,0.0015762,0.0009439
34,0.0052184,0.0011609,0.0006815,0.0005487,0.0350248,0.0179371,0.0015977,0.0041678,0.0015044,0.0026069,0.0017451,0.0012566,0.0012777,0.0029640,0.0063390,0.0020761,0.0012050,0.0005832,0.0013286,0.0009855,0.0019037,0.0018028,0.0038005,0.0011015,0.0024984,0.0166210,0.0013458,0.0015207,0.0038955,0.0030182,0.0023301,0.0006793,0.0003836,0.0018406,0.0005189,0.0016564,0.0009812,0.0007613,0.0023559,0.0013752,0.0012669,0.0019405,0.0007937,0.0006614,0.0008831,0.0003563,0.0040523,0.0006764,0.0029212,0.8458485
35,0.0093094,0.0176545,0.0100892,0.0058523,0.0053191,0.0049150,0.0101835,0.0025421,0.0056816,0.0139540,0.0046574,0.0119537,0.0216694,0.0529302,0.0041319,0.0084046,0.0080745,0.0012451,0.0253317,0.0071513,0.0062501,0.0130342,0.0059127,0.0247896,0.0167965,0.0048304,0.0122732,0.2475972,0.0096594,0.0073579,0.0286545,0.0115201,0.0051728,0.0072781,0.0377762,0.1302985,0.0111425,0.0046497,0.0226527,0.0109804,0.0029843,0.0298862,0.0019361,0.0074925,0.0019226,0.0260987,0.0321871,0.0368604,0.0033008,0.0076541
36,0.0021671,0.0021447,0.0009071,0.0015814,0.0002923,0.0009844,0.0005709,0.0041393,0.0005553,0.0002917,0.0005832,0.0006026,0.0005049,0.0020362,0.0010533,0.0032910,0.0009800,0.0046836,0.0028104,0.0020749,0.0001821,0.0006663,0.0008616,0.0004030,0.0016485,0.0019772,0.1155259,0.0014624,0.0024452,0.8185668,0.0013481,0.0013491,0.0008341,0.0002713,0.0047304,0.0008388,0.0002508,0.0031989,0.0004309,0.0012977,0.0006251,0.0005567,0.0025721,0.0013798,0.0010126,0.0004623,0.0005164,0.0010475,0.0002824,0.0010016
37,0.0004052,0.0037292,0.0008679,0.0013263,0.0015782,0.0017409,0.0004931,0.0037941,0.0007339,0.0000793,0.0012800,0.0007525,0.0006895,0.0012526,0.0023322,0.0011971,0.0042750,0.0043062,0.0007573,0.0000572,0.0009288,0.0004890,0.0004881,0.0039388,0.0006802,0.0008273,0.0006803,0.0008415,0.0024308,0.0010377,0.0029343,0.0006618,0.0014344,0.0005567,0.9214872,0.0058100,0.0015831,0.0020168,0.0014534,0.0009764,0.0006434,0.0015451,0.0035921,0.0004148,0.0006788,0.0023687,0.0013893,0.0015496,0.0012659,0.0036477
38,0.0074147,0.0050020,0.0051316,0.0063887,0.0081871,0.0184585,0.0035539,0.0034227,0.0752891,0.0066658,0.0225126,0.0017406,0.0015686,0.0041131,0.0289397,0.0120771,0.0089021,0.0069810,0.3230627,0.0096309,0.0022190,0.0054622,0.0080315,0.0051535,0.0052613,0.0090346,0.0056672,0.0040572,0.0018129,0.0046874,0.0025038,0.0083772,0.0030535,0.0054181,0.0033297,0.2294905,0.0033690,0.0004942,0.0112534,0.0037938,0.0087751,0.0033080,0.0118933,0.0015988,0.0095727,0.0062545,0.0031326,0.0162883,0.0483478,0.0093162
39,0.0018055,0.0008197,0.0008375,0.0005911,0.0012832,0.0011334,0.0006701,0.0003848,0.0006678,0.0009947,0.0003321,0.0004918,0.0007477,0.0002130,0.0014135,0.0004551,0.9058476,0.0015414,0.0007030,0.0001637,0.0008868,0.0003782,0.0003423,0.0008492,0.0000796,0.0010508,0.0084712,0.0010726,0.0006938,0.0074194,0.0031863,0.0000630,0.0005393,0.0003878,0.0011945,0.0016140,0.0031237,0.0057712,0.0012209,0.0003626,0.0007520,0.0006311,0.0006303,0.0005614,0.0009560,0.0204053,0.0064073,0.0076922,0.0005915,0.0015689
40,0.0007835,0.0007311,0.0012505,0.0003011,0.0030095,0.0007937,0.0008478,0.0011067,0.0007372,0.0011432,0.0022694,0.0008882,0.0014269,0.0015036,0.0007081,0.0010981,0.0316956,0.0005306,0.0020785,0.0027829,0.9036841,0.0005345,0.0058573,0.0003996,0.0011100,0.0006460,0.0013295,0.0013494,0.0015012,0.0005060,0.0019430,0.0011763,0.0011775,0.0014472,0.0004152,0.0011217,0.0005547,0.0016693,0.0018662,0.0013819,0.0011674,0.0012785,0.0017303,0.0014456,0.0011188,0.0029218,0.0009678,0.0006865,0.0016094,0.0017170
41,0.0123003,0.0026636,0.0014124,0.6715338,0.0010821,0.0014932,0.0012664,0.0017704,0.0187620,0.0033826,0.0038422,0.0020006,0.0031439,0.0042364,0.0009276,0.0063925,0.0011893,0.0014354,0.0034774,0.0010624,0.0006228,0.0011817,0.0054433,0.1011680,0.0031286,0.0008665,0.0375834,0.0107099,0.0009760,0.0004305,0.0127876,0.0017370,0.0009098,0.0009657,0.0005102,0.0009920,0.0022361,0.0225873,0.0002963,0.0026078,0.0039174,0.0023070,0.0189998,0.0017525,0.0076767,0.0016178,0.0010625,0.0026337,0.0007275,0.0081900
42,0.0002671,0.0006556,0.0006482,0.0007577,0.0119653,0.0001755,0.0007073,0.0002279,0.9408651,0.0038802,0.0012399,0.0000814,0.0007727,0.0003122,0.0003468,0.0006150,0.0004583,0.0004959,0.0002406,0.0003097,0.0009852,0.0004133,0.0002599,0.0009461,0.0006905,0.0049903,0.0013624,0.0011508,0.0025277,0.0004298,0.0003290,0.0002137,0.0000770,0.0004820,0.0001455,0.0004024,0.0007675,0.0001122,0.0003094,0.0105061,0.0008555,0.0003735,0.0016128,0.0003342,0.0027389,0.0001057,0.0006227,0.0005790,0.0004587,0.0001955
43,0.0003881,0.0008992,0.0017794,0.0035420,0.0225015,0.0005228,0.0008523,0.0054266,0.0009733,0.0023513,0.0009361,0.0007992,0.0010487,0.0005473,0.0015663,0.0024834,0.0005122,0.0056507,0.0005981,0.0004645,0.0008678,0.0006104,0.0008149,0.0004015,0.0059935,0.0003966,0.0008855,0.0006032,0.0008437,0.0021701,0.9095036,0.0008593,0.0009963,0.0005904,0.0007598,0.0007244,0.0052393,0.0008380,0.0012148,0.0006189,0.0023679,0.0004406,0.0009955,0.0007501,0.0019239,0.0016602,0.0008700,0.0007289,0.0012670,0.0002208
44,0.0018134,0.0007666,0.0019898,0.0017437,0.0042952,0.0423442,0.0015088,0.0049234,0.0021030,0.1098141,0.0142828,0.0208858,0.0028684,0.0087458,0.0013434,0.0004517,0.0004286,0.0011649,0.0049779,0.0031422,0.0042079,0.0010294,0.0020171,0.0032300,0.1322117,0.0030375,0.0020312,0.0263754,0.0041236,0.0005230,0.0213055,0.0370458,0.0188062,0.0103399,0.0132918,0.0289310,0.0420548,0.1481057,0.0013342,0.0021973,0.0015614,0.0017952,0.0165632,0.0018643,0.0277465,0.1786242,0.0010017,0.0121132,0.0262586,0.0006790
45,0.0135326,0.0041221,0.0428889,0.0107677,0.0034029,0.0110163,0.0031565,0.0069225,0.0036673,0.0067240,0.0060026,0.0140243,0.0107244,0.0051464,0.0067703,0.0070622,0.0147394,0.0031780,0.2132463,0.0122133,0.0052482,0.0124177,0.0040768,0.0079173,0.0138641,0.0031564,0.0032506,0.0027932,0.0041957,0.0068678,0.0085730,0.0024069,0.0474319,0.0199004,0.0046671,0.0065999,0.0027867,0.0046361,0.0037876,0.0086017,0.0038534,0.0078281,0.0112861,0.0047042,0.0053385,0.3623975,0.0039789,0.0033111,0.0216072,0.0032077
