ID,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14,Class15,Class16,Class17,Class18,Class19,Class20,Class21,Class22,Class23,Class24,Class25,Class26,Class27,Class28,Class29,Class30,Class31,Class32,Class33,Class34,Class35,Class36,Class37,Class38,Class39,Class40,Class41,Class42,Class43,Class44,Class45,Class46,Class47,Class48,Class49,Class50
20,0.9663916,0.0000820,0.0000205,0.0000364,0.0000389,0.0000551,0.0028070,0.0007435,0.0000200,0.0000121,0.0010250,0.0000081,0.0000786,0.0007916,0.0000428,0.0000816,0.0137572,0.0015102,0.0008220,0.0079984,0.0001646,0.0000820,0.0000422,0.0000038,0.0000228,0.0002396,0.0012414,0.0000106,0.0000059,0.0000134,0.0000095,0.0000137,0.0000053,0.0000172,0.0001300,0.0001192,0.0000071,0.0001299,0.0000040,0.0000090,0.0000314,0.0000055,0.0002305,0.0002468,0.0000020,0.0000105,0.0000084,0.0008441,0.0000093,0.0000176
21,0.9999492,0.0000000,0.0000000,0.0000002,0.0000004,0.0000027,0.0000000,0.0000001,0.0000001,0.0000000,0.0000000,0.0000001,0.0000000,0.0000001,0.0000001,0.0000001,0.0000003,0.0000000,0.0000000,0.0000001,0.0000009,0.0000000,0.0000001,0.0000000,0.0000047,0.0000000,0.0000000,0.0000001,0.0000086,0.0000001,0.0000000,0.0000000,0.0000002,0.0000002,0.0000000,0.0000003,0.0000000,0.0000002,0.0000196,0.0000001,0.0000001,0.0000100,0.0000001,0.0000001,0.0000000,0.0000000,0.0000001,0.0000005,0.0000002,0.0000000
22,0.0004018,0.0001673,0.0001706,0.0003465,0.1441663,0.0001098,0.0249691,0.0027278,0.0001255,0.0054604,0.0003068,0.0017623,0.0006481,0.0001318,0.0011043,0.0032220,0.0109714,0.0000686,0.0021059,0.0098440,0.0002697,0.0002804,0.0005424,0.0039241,0.0008206,0.0017663,0.0012095,0.0002248,0.0000078,0.0000760,0.0021503,0.0000755,0.7277706,0.0154968,0.0009733,0.0004340,0.0000078,0.0005941,0.0000865,0.0000156,0.0172101,0.0001447,0.0004955,0.0033456,0.0042483,0.0021585,0.0033141,0.0004489,0.0028521,0.0002455
23,0.0000794,0.0000003,0.0000625,0.0985099,0.0001979,0.3250822,0.0000278,0.0000118,0.0000404,0.5578755,0.0000037,0.0001267,0.0002049,0.0007490,0.0000477,0.0001987,0.0001193,0.0002785,0.0000725,0.0000431,0.0022988,0.0000218,0.0002861,0.0000509,0.0000359,0.0000237,0.0000077,0.0005556,0.0001672,0.0001317,0.0005534,0.0002325,0.0014237,0.0009533,0.0000431,0.0000522,0.0003987,0.0000836,0.0000857,0.0008507,0.0001964,0.0010303,0.0001278,0.0017118,0.0000287,0.0040393,0.0001131,0.0000786,0.0006458,0.0000403
24,0.0001150,0.0005214,0.0119621,0.0006792,0.0014785,0.0009713,0.0000256,0.0053025,0.0010529,0.0000587,0.0002619,0.0003476,0.0150797,0.0000527,0.0353044,0.0053614,0.0023462,0.0001054,0.0006390,0.0002687,0.0024310,0.0008383,0.0140410,0.0001306,0.0003348,0.0001968,0.0000741,0.0007956,0.0000604,0.0014669,0.0001381,0.0000844,0.0004624,0.0004934,0.0017132,0.0001271,0.0003852,0.0022811,0.0063505,0.0009233,0.0001717,0.0015948,0.0057023,0.0140512,0.0007042,0.0080272,0.8519632,0.0001688,0.0018993,0.0004548
25,0.0031935,0.0002257,0.0000348,0.0005753,0.0008756,0.0000952,0.0000817,0.0001057,0.0004396,0.0003623,0.0001379,0.0001323,0.0000121,0.0001474,0.0000408,0.0219165,0.0000023,0.0001107,0.0281633,0.0000666,0.0029333,0.7816510,0.0011304,0.0054945,0.0001887,0.0099032,0.0001898,0.0002350,0.0020422,0.0018493,0.0203204,0.0001990,0.0026439,0.0235205,0.0000363,0.0233288,0.0002111,0.0000519,0.0003142,0.0001551,0.0002365,0.0001821,0.0000642,0.0001286,0.0088949,0.0123803,0.0021650,0.0001163,0.0427012,0.0000129
26,0.0000259,0.0001974,0.0000335,0.0000369,0.0000584,0.9614427,0.0000587,0.0048037,0.0000604,0.0000296,0.0000119,0.0000819,0.0001490,0.0001258,0.0000056,0.0000711,0.0000935,0.0001568,0.0063457,0.0000282,0.0002126,0.0000187,0.0000297,0.0006530,0.0000481,0.0000309,0.0004397,0.0004407,0.0000356,0.0000158,0.0001639,0.0001381,0.0022073,0.0001580,0.0022187,0.0042283,0.0036675,0.0002235,0.0000726,0.0001747,0.0003936,0.0001862,0.0003195,0.0000736,0.0000278,0.0001909,0.0094549,0.0002991,0.0000314,0.0000290
27,0.0000010,0.0000001,0.0000013,0.9999237,0.0000002,0.0000002,0.0000001,0.0000001,0.0000002,0.0000003,0.0000002,0.0000005,0.0000000,0.0000016,0.0000291,0.0000001,0.0000002,0.0000050,0.0000001,0.0000000,0.0000001,0.0000001,0.0000001,0.0000039,0.0000001,0.0000001,0.0000005,0.0000002,0.0000015,0.0000001,0.0000000,0.0000004,0.0000000,0.0000002,0.0000153,0.0000007,0.0000007,0.0000001,0.0000008,0.0000000,0.0000002,0.0000000,0.0000000,0.0000010,0.0000000,0.0000019,0.0000003,0.0000010,0.0000001,0.0000063
28,0.0000004,0.0000038,0.0000015,0.0000158,0.0000005,0.0000010,0.0000218,0.0000002,0.0000005,0.0000008,0.0000004,0.0000076,0.0000007,0.0000039,0.0000081,0.0000043,0.0000002,0.0000004,0.0000020,0.0000044,0.0000000,0.0000021,0.0000718,0.0000031,0.0000004,0.0000062,0.0000055,0.0007608,0.0000137,0.0000023,0.0000132,0.0000004,0.0000061,0.0000044,0.0000663,0.0000009,0.0000001,0.0000009,0.0000144,0.0000003,0.0000000,0.0000025,0.0000009,0.9989168,0.0000005,0.0000042,0.0000002,0.0000003,0.0000220,0.0000011
29,0.0000047,0.0878974,0.0000117,0.0000060,0.0001922,0.0013633,0.0001821,0.0000015,0.0000715,0.0015116,0.0008652,0.0000164,0.0000103,0.0000455,0.0000107,0.0000217,0.0000111,0.0013433,0.0000619,0.0001515,0.0000253,0.0001297,0.0000150,0.0000042,0.8930656,0.0032621,0.0000159,0.0000490,0.0007027,0.0000043,0.0001284,0.0000946,0.0000302,0.0001023,0.0001569,0.0021145,0.0000903,0.0003326,0.0001456,0.0000437,0.0000502,0.0000335,0.0000191,0.0016029,0.0000368,0.0008067,0.0000136,0.0030001,0.0000579,0.0000866
30,0.0003077,0.0000200,0.0000009,0.0000071,0.0000901,0.0000023,0.0000011,0.0000037,0.0000014,0.0001274,0.0000031,0.0000638,0.0000008,0.0000043,0.0000360,0.0001139,0.0000055,0.0000005,0.0000052,0.0001028,0.0001498,0.0000005,0.0000999,0.0000032,0.0000017,0.0000397,0.0000006,0.0000058,0.0000285,0.9982914,0.0000004,0.0000474,0.0000335,0.0000022,0.0001272,0.0000004,0.0000070,0.0000062,0.0000562,0.0000011,0.0000311,0.0000033,0.0000014,0.0000002,0.0000150,0.0000501,0.0000258,0.0000023,0.0000687,0.0000017
31,0.0002933,0.0009586,0.0000095,0.0000807,0.0001972,0.0004077,0.0000614,0.0008454,0.0006148,0.0013349,0.0003478,0.0003236,0.0000378,0.0000274,0.9453359,0.0018957,0.0001592,0.0002143,0.0087552,0.0004649,0.0048653,0.0001742,0.0002047,0.0009964,0.0006300,0.0002651,0.0001861,0.0096714,0.0000287,0.0020645,0.0006987,0.0010539,0.0000448,0.0003089,0.0011622,0.0050346,0.0005756,0.0001318,0.0001118,0.0030296,0.0005411,0.0001429,0.0004856,0.0000532,0.0033085,0.0009179,0.0005541,0.0000733,0.0000097,0.0003102
32,0.0000135,0.0000524,0.0002063,0.0002271,0.0002509,0.0000206,0.0000571,0.0000394,0.0000904,0.0000024,0.0000341,0.0000469,0.0000012,0.0000618,0.0001770,0.0001653,0.0000294,0.0000885,0.0000005,0.0000032,0.0000021,0.0000112,0.0000767,0.0007794,0.0035264,0.0000066,0.0000102,0.0002030,0.0000262,0.0001885,0.0000207,0.0000117,0.0000482,0.0000184,0.9926340,0.0000011,0.0000066,0.0000032,0.0000280,0.0000023,0.0003877,0.0000045,0.0000161,0.0001409,0.0001641,0.0000153,0.0000103,0.0000058,0.0000703,0.0000126
33,0.0016908,0.0001402,0.0002287,0.0083233,0.0003795,0.0016958,0.0000110,0.0031973,0.0012965,0.0096480,0.0003562,0.0001313,0.0095554,0.0024971,0.0085231,0.0001316,0.6053789,0.0023896,0.0009089,0.0000363,0.0001942,0.0181237,0.0000982,0.0019149,0.0014682,0.0002147,0.0004587,0.0007131,0.0792650,0.0002431,0.0026444,0.0727188,0.0100219,0.0000600,0.0007762,0.0223982,0.0043662,0.0091861,0.0003673,0.0006142,0.0002999,0.0010550,0.1100730,0.0001609,0.0042775,0.0002377,0.0000570,0.0000619,0.0007522,0.0006582
34,0.0000493,0.0000166,0.0000057,0.0000379,0.0012271,0.0002044,0.0000054,0.0000631,0.0005117,0.0000407,0.0000266,0.0000244,0.0000258,0.0008166,0.0003256,0.0000071,0.0000238,0.0000188,0.0000013,0.0000743,0.0000193,0.0000338,0.0000259,0.0000021,0.0005346,0.0005149,0.0000039,0.0000340,0.0001382,0.0000325,0.0001528,0.0000248,0.0000211,0.0000811,0.0000231,0.0000331,0.0000257,0.0000650,0.0001119,0.0000064,0.0000093,0.0005626,0.0000007,0.0000950,0.0000149,0.0000090,0.0007297,0.0000115,0.0000089,0.9931676
35,0.0017114,0.0015637,0.0061253,0.0019386,0.0006017,0.0006891,0.0011987,0.0000803,0.0001033,0.0003562,0.0000689,0.0002025,0.0033129,0.0116862,0.0125542,0.0000448,0.0000759,0.0001014,0.0269832,0.0008139,0.0234241,0.0249062,0.0000340,0.0073228,0.0001650,0.0229498,0.0033559,0.0011878,0.0008581,0.0001759,0.0007711,0.0024549,0.5503105,0.0003720,0.0039362,0.1311171,0.0765716,0.0008584,0.0251482,0.0027240,0.0000536,0.0054314,0.0059151,0.0039784,0.0000174,0.0200237,0.0019855,0.0061756,0.0002863,0.0072773
36,0.0000087,0.0000108,0.0000015,0.0000092,0.0000006,0.0000147,0.0000516,0.0000083,0.0000024,0.0000023,0.0000054,0.0000292,0.0000011,0.0003340,0.0000031,0.0005140,0.0000049,0.0000027,0.0000581,0.0000175,0.0000021,0.0000085,0.0000038,0.0000159,0.0000004,0.0000030,0.0089415,0.0000046,0.0000077,0.9898814,0.0000039,0.0000027,0.0000010,0.0000016,0.0000022,0.0000002,0.0000003,0.0000018,0.0000003,0.0000047,0.0000013,0.0000042,0.0000013,0.0000095,0.0000070,0.0000008,0.0000004,0.0000035,0.0000004,0.0000037
37,0.0000000,0.0000000,0.0000000,0.0000000,0.0000001,0.0000003,0.0000003,0.0000006,0.0000001,0.0000000,0.0000002,0.0000002,0.0000001,0.0000099,0.0000029,0.0000001,0.0000019,0.0000147,0.0000002,0.0000045,0.0000009,0.0000012,0.0000000,0.0000125,0.0000003,0.0000003,0.0000000,0.0000003,0.0000037,0.0000014,0.0000067,0.0000001,0.0000006,0.0000001,0.9998485,0.0000373,0.0000005,0.0000026,0.0000005,0.0000003,0.0000000,0.0000009,0.0000388,0.0000003,0.0000001,0.0000011,0.0000002,0.0000038,0.0000000,0.0000007
38,0.0001436,0.0001110,0.0000293,0.0000045,0.0001185,0.0000587,0.0000418,0.0000111,0.0002572,0.0000045,0.0000319,0.0000167,0.0000582,0.0000003,0.0109969,0.0002493,0.0000140,0.0000123,0.7958477,0.0000085,0.0000111,0.0000526,0.0002273,0.0000080,0.0000178,0.0000487,0.0000227,0.0000643,0.0000556,0.0000027,0.0000031,0.0000373,0.0000109,0.0001526,0.0000053,0.1877738,0.0000113,0.0000923,0.0000558,0.0000325,0.0000298,0.0000105,0.0007386,0.0000004,0.0001010,0.0000229,0.0000051,0.0000134,0.0021714,0.0002054
39,0.0000167,0.0000006,0.0000042,0.0000010,0.0000054,0.0000049,0.0000021,0.0000059,0.0000017,0.0000008,0.0000031,0.0000023,0.0000021,0.0000007,0.0000359,0.0000037,0.9970035,0.0002138,0.0000105,0.0000153,0.0000030,0.0000011,0.0000049,0.0000149,0.0000031,0.0000047,0.0003909,0.0000042,0.0000020,0.0002464,0.0000033,0.0000041,0.0000035,0.0000021,0.0000097,0.0000035,0.0000617,0.0001224,0.0000044,0.0000002,0.0000006,0.0000024,0.0000020,0.0000041,0.0000009,0.0003539,0.0000459,0.0012971,0.0000083,0.0000606
40,0.0000482,0.0006168,0.0001894,0.0000897,0.0047250,0.0002062,0.0002001,0.0001137,0.0000355,0.0000298,0.0000182,0.0012521,0.0001051,0.0001819,0.0000832,0.0004993,0.0003579,0.0001818,0.0003915,0.0002260,0.9811131,0.0001418,0.0003004,0.0000548,0.0002272,0.0000592,0.0001843,0.0005926,0.0001795,0.0000174,0.0016860,0.0003816,0.0003134,0.0012887,0.0000125,0.0002349,0.0000561,0.0000433,0.0000855,0.0000473,0.0000161,0.0000325,0.0000697,0.0000338,0.0006301,0.0011603,0.0000966,0.0001324,0.0000509,0.0012067
41,0.0003976,0.0000713,0.0000588,0.9885655,0.0000146,0.0000045,0.0000066,0.0000057,0.0012524,0.0000215,0.0000629,0.0000398,0.0000168,0.0000322,0.0000507,0.0003972,0.0000011,0.0000082,0.0000615,0.0000031,0.0000014,0.0000061,0.0004855,0.0020368,0.0002109,0.0000037,0.0030138,0.0000608,0.0000038,0.0000043,0.0002323,0.0000040,0.0000063,0.0000019,0.0000012,0.0000021,0.0000969,0.0009413,0.0000160,0.0000263,0.0001469,0.0000259,0.0011828,0.0000345,0.0001462,0.0000012,0.0000026,0.0000819,0.0000488,0.0001019
42,0.0004589,0.0001805,0.0008145,0.0012954,0.0089619,0.0001378,0.0000642,0.0001585,0.8836124,0.0008858,0.0002757,0.0003205,0.0047970,0.0000915,0.0001943,0.0004288,0.0004560,0.0002485,0.0002645,0.0000718,0.0000723,0.0001803,0.0002158,0.0002185,0.0012715,0.0322989,0.0034112,0.0027975,0.0034283,0.0001156,0.0001584,0.0020257,0.0000285,0.0000616,0.0028364,0.0012451,0.0010215,0.0000895,0.0012224,0.0181907,0.0101514,0.0001387,0.0056659,0.0000919,0.0085977,0.0000348,0.0001728,0.0001591,0.0001895,0.0001901
43,0.0000002,0.0000002,0.0000020,0.0000076,0.0002119,0.0000009,0.0000008,0.0000016,0.0000002,0.0000057,0.0000016,0.0000000,0.0000011,0.0000007,0.0000091,0.0000054,0.0000006,0.0000148,0.0000001,0.0000152,0.0000092,0.0000015,0.0000001,0.0000005,0.0002389,0.0000022,0.0000040,0.0000015,0.0000011,0.0000004,0.9993674,0.0000027,0.0000014,0.0000019,0.0000004,0.0000024,0.0000132,0.0000075,0.0000020,0.0000001,0.0000226,0.0000008,0.0000032,0.0000128,0.0000117,0.0000045,0.0000023,0.0000001,0.0000031,0.0000004
44,0.0001356,0.0001374,0.0007412,0.0021046,0.0014215,0.1864494,0.0017831,0.0018149,0.0044789,0.0911256,0.0048762,0.0118867,0.0004384,0.0093263,0.0002040,0.0003189,0.0001590,0.0001631,0.0013720,0.0004648,0.0005192,0.0000401,0.0002926,0.0003141,0.1252509,0.0006365,0.0005909,0.0154140,0.0012119,0.0002544,0.0198691,0.0303615,0.0494546,0.0062282,0.0053342,0.0104926,0.1072820,0.1770096,0.0001925,0.0001110,0.0002476,0.0000393,0.0219041,0.0002697,0.0102598,0.0560099,0.0007053,0.0031399,0.0357927,0.0013701
45,0.0000563,0.0000084,0.0003723,0.0000106,0.0000346,0.0001008,0.0000104,0.0000411,0.0000364,0.0001438,0.0001948,0.0000151,0.0003722,0.0000242,0.0010222,0.0000130,0.0000838,0.0000285,0.6150313,0.0000896,0.0000450,0.0002959,0.0000220,0.0021763,0.0000332,0.0000529,0.0000250,0.0000211,0.0011576,0.0000428,0.0000120,0.0000329,0.0189019,0.0946360,0.0000409,0.0000973,0.0006190,0.0000491,0.0000081,0.0007371,0.0005594,0.0000668,0.0002698,0.0000341,0.0000382,0.2612751,0.0009241,0.0000449,0.0000806,0.0000114
