ID,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14,Class15,Class16,Class17,Class18,Class19,Class20,Class21,Class22,Class23,Class24,Class25,Class26,Class27,Class28,Class29,Class30,Class31,Class32,Class33,Class34,Class35,Class36,Class37,Class38,Class39,Class40,Class41,Class42,Class43,Class44,Class45,Class46,Class47,Class48,Class49,Class50
13,0.0003745,0.0002089,0.0008581,0.0000141,0.0000970,0.0002232,0.0004012,0.0034702,0.0003305,0.0001149,0.0000575,0.0000846,0.0004340,0.0001772,0.0003434,0.0001150,0.0001112,0.0002374,0.0003561,0.0001535,0.0001754,0.0001551,0.0010074,0.0003992,0.0001841,0.0000653,0.0002375,0.0000569,0.0000449,0.0000508,0.0001013,0.0101477,0.0001229,0.0001231,0.0001887,0.0000853,0.0001868,0.0000731,0.0000924,0.0000124,0.0001063,0.0001313,0.0001048,0.0004286,0.9761539,0.0004628,0.0002019,0.0001226,0.0001290,0.0004860
14,0.0096556,0.0057358,0.0157941,0.0446091,0.0030569,0.0029395,0.0024293,0.0204134,0.0517492,0.1821009,0.0436679,0.0063090,0.0090388,0.0119126,0.0106469,0.0112369,0.0354564,0.0046940,0.0188454,0.0345079,0.0096068,0.0025171,0.0061169,0.0031247,0.0196961,0.0158307,0.0216216,0.0172503,0.0163059,0.0022615,0.0020312,0.0238118,0.0120397,0.0055218,0.0124764,0.0057688,0.0023579,0.0013717,0.0086437,0.0232076,0.0256065,0.0098364,0.0120325,0.0092605,0.0065648,0.0163780,0.0362871,0.0221917,0.0402949,0.0851857
15,0.0603790,0.0070836,0.0002807,0.0003118,0.0002277,0.0004168,0.0001757,0.0001597,0.0014949,0.0009733,0.0014636,0.0027400,0.0000978,0.0006050,0.8882519,0.0001471,0.0002256,0.0000901,0.0004666,0.0000435,0.0001029,0.0001677,0.0089854,0.0007821,0.0011451,0.0001917,0.0000742,0.0146941,0.0001139,0.0001357,0.0001051,0.0001524,0.0000387,0.0004972,0.0011297,0.0019720,0.0006298,0.0003962,0.0002074,0.0003041,0.0008671,0.0001453,0.0005585,0.0001129,0.0002085,0.0002309,0.0000778,0.0000789,0.0001203,0.0001397
16,0.0001441,0.0003280,0.0015376,0.0013156,0.0015959,0.0008177,0.0003427,0.0000525,0.0002768,0.0021336,0.3964312,0.0002211,0.0003459,0.0002372,0.0008859,0.0017643,0.0001363,0.0039773,0.0026126,0.0003927,0.0012457,0.0006722,0.0672089,0.0000936,0.0004695,0.0068599,0.0012060,0.0002606,0.0023392,0.0003356,0.0009800,0.0002151,0.0001362,0.0003022,0.0004235,0.0006570,0.0003553,0.0003718,0.0005075,0.0005228,0.4951462,0.0010456,0.0005110,0.0001646,0.0003676,0.0001595,0.0002592,0.0001086,0.0009635,0.0005626
17,0.0003056,0.0004132,0.0001888,0.0013250,0.0001922,0.0003746,0.0003306,0.0006215,0.0001782,0.0004524,0.0002988,0.0002981,0.0001027,0.0002680,0.0000971,0.0007958,0.0001433,0.0000820,0.0000445,0.0030278,0.0003067,0.9358289,0.0003565,0.0003007,0.0002420,0.0005793,0.0390846,0.0005310,0.0002027,0.0003627,0.0009627,0.0000542,0.0003359,0.0002600,0.0003601,0.0015995,0.0005116,0.0001672,0.0004921,0.0002730,0.0001674,0.0003581,0.0048224,0.0003421,0.0006326,0.0001682,0.0003763,0.0004018,0.0001856,0.0001940
18,0.0000010,0.0000009,0.0000008,0.0000023,0.0000014,0.0000018,0.0000004,0.0000017,0.0000013,0.0000030,0.0000004,0.9999234,0.0000003,0.0000016,0.0000038,0.0000001,0.0000016,0.0000004,0.0000004,0.0000069,0.0000014,0.0000014,0.0000011,0.0000012,0.0000004,0.0000002,0.0000006,0.0000024,0.0000008,0.0000028,0.0000009,0.0000040,0.0000007,0.0000007,0.0000010,0.0000005,0.0000012,0.0000002,0.0000005,0.0000045,0.0000002,0.0000039,0.0000057,0.0000012,0.0000046,0.0000008,0.0000004,0.0000014,0.0000010,0.0000006
19,0.0035077,0.0040200,0.0086592,0.0040259,0.0011979,0.0534155,0.0109056,0.0030436,0.0069570,0.0076027,0.0458582,0.0028320,0.0021024,0.0167402,0.0026970,0.0026775,0.0063000,0.0047198,0.0054808,0.0056158,0.0067324,0.0100623,0.0455569,0.0031794,0.0124714,0.0061436,0.0177635,0.4960686,0.0025753,0.0155693,0.0137752,0.0179159,0.0061334,0.0038391,0.0100252,0.0051897,0.0046070,0.0070128,0.0097911,0.0086073,0.0011642,0.0006034,0.0076748,0.0284068,0.0024901,0.0367660,0.0073546,0.0020641,0.0044333,0.0076645
20,0.8700787,0.0012335,0.0004194,0.0005812,0.0010914,0.0015924,0.0053546,0.0019154,0.0008363,0.0005730,0.0066075,0.0010655,0.0006396,0.0075556,0.0003350,0.0009663,0.0057791,0.0171318,0.0042925,0.0361554,0.0015571,0.0005801,0.0014175,0.0001226,0.0005321,0.0053236,0.0029975,0.0006036,0.0002981,0.0006593,0.0004301,0.0006494,0.0005791,0.0009229,0.0011407,0.0011485,0.0005468,0.0005904,0.0000768,0.0002714,0.0005515,0.0000998,0.0025800,0.0092298,0.0001150,0.0003993,0.0006707,0.0011798,0.0001486,0.0003741
21,0.9855485,0.0001416,0.0000556,0.0010832,0.0004401,0.0006308,0.0000765,0.0000822,0.0000254,0.0000581,0.0002278,0.0004002,0.0000988,0.0000938,0.0003327,0.0001898,0.0000801,0.0001597,0.0001490,0.0000634,0.0008036,0.0002416,0.0002664,0.0004510,0.0002009,0.0001507,0.0000841,0.0000939,0.0020674,0.0001209,0.0000545,0.0002930,0.0001349,0.0004177,0.0000355,0.0001443,0.0000545,0.0002247,0.0003624,0.0002138,0.0004529,0.0015422,0.0002445,0.0000921,0.0001296,0.0001956,0.0001947,0.0003751,0.0002703,0.0001497
22,0.0016522,0.0008171,0.0010394,0.0025367,0.1339883,0.0026366,0.0033996,0.0018833,0.0009199,0.0143177,0.0016256,0.0011752,0.0018780,0.0008770,0.0069566,0.0056935,0.0121794,0.0023883,0.0008158,0.0077657,0.0021257,0.0017476,0.0028539,0.0032300,0.0017395,0.0020580,0.0021649,0.0004293,0.0005388,0.0025142,0.0135782,0.0004553,0.7104173,0.0137593,0.0023126,0.0064495,0.0020817,0.0024409,0.0011715,0.0013097,0.0034060,0.0032325,0.0009048,0.0024737,0.0011515,0.0033387,0.0020171,0.0024745,0.0019829,0.0010944
23,0.0002123,0.0000400,0.0001754,0.6322939,0.0003886,0.1373985,0.0001290,0.0000953,0.0005245,0.1675437,0.0001055,0.0004979,0.0003062,0.0003745,0.0002914,0.0002918,0.0005026,0.0005881,0.0012278,0.0000962,0.0023182,0.0000905,0.0003195,0.0002987,0.0001321,0.0002174,0.0001595,0.0112613,0.0007057,0.0064342,0.0003468,0.0002692,0.0007152,0.0005490,0.0000212,0.0001879,0.0003661,0.0003219,0.0002410,0.0017261,0.0001338,0.0012297,0.0003637,0.0219497,0.0002601,0.0047355,0.0002476,0.0001637,0.0008604,0.0002908
24,0.0015818,0.0052577,0.0081594,0.0038366,0.0137052,0.0032772,0.0002923,0.0041176,0.0008510,0.0020120,0.0024260,0.0012993,0.0079277,0.0013850,0.0043655,0.0049750,0.0085960,0.0016481,0.0016022,0.0018514,0.0905858,0.0030191,0.0038852,0.0045143,0.0325107,0.0085424,0.0031468,0.0018789,0.0021199,0.0038360,0.0029436,0.0021619,0.0027384,0.0030224,0.0034709,0.0026137,0.0008486,0.0034719,0.0037684,0.0032618,0.0017277,0.0058635,0.0121549,0.0053886,0.0065842,0.0016205,0.7007394,0.0007570,0.0028233,0.0008330
25,0.0160056,0.0040585,0.0078191,0.0059908,0.0056994,0.0027553,0.0021434,0.0045449,0.0089592,0.0040072,0.0025619,0.0028424,0.0058530,0.0044721,0.0039148,0.0403588,0.0052552,0.0040833,0.0992381,0.0050986,0.0203074,0.3880870,0.0086719,0.0051404,0.0018858,0.0099964,0.0035384,0.0131181,0.0058686,0.0106198,0.0113376,0.0107296,0.0182757,0.0255618,0.0037120,0.0536324,0.0051237,0.0041619,0.0034964,0.0044216,0.0085753,0.0041715,0.0019091,0.0054486,0.0104881,0.0268525,0.0212375,0.0047093,0.0710491,0.0022109
26,0.0016767,0.0055253,0.0018291,0.0059541,0.0058814,0.6768050,0.0048489,0.0027806,0.0016194,0.0019361,0.0009661,0.0036683,0.0045979,0.0019852,0.0038106,0.0146481,0.0017648,0.0070296,0.0799074,0.0013687,0.0024282,0.0012289,0.0019641,0.0036708,0.0056099,0.0046914,0.0024496,0.0112721,0.0030893,0.0022846,0.0027371,0.0028673,0.0163289,0.0093659,0.0153482,0.0078041,0.0106321,0.0017864,0.0030119,0.0050226,0.0198843,0.0009347,0.0022337,0.0013614,0.0009642,0.0031108,0.0188003,0.0021614,0.0072617,0.0010906
27,0.0000002,0.0000002,0.0000001,0.9999907,0.0000003,0.0000001,0.0000000,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000002,0.0000006,0.0000003,0.0000001,0.0000000,0.0000001,0.0000001,0.0000000,0.0000001,0.0000001,0.0000005,0.0000007,0.0000000,0.0000001,0.0000001,0.0000001,0.0000002,0.0000001,0.0000001,0.0000002,0.0000001,0.0000001,0.0000005,0.0000005,0.0000003,0.0000001,0.0000001,0.0000001,0.0000001,0.0000000,0.0000000,0.0000001,0.0000001,0.0000003,0.0000001,0.0000001,0.0000000,0.0000017
28,0.0000281,0.0000859,0.0000388,0.0002324,0.0001452,0.0000543,0.0046301,0.0002234,0.0000305,0.0001192,0.0000206,0.0000630,0.0000725,0.0000690,0.0020855,0.0001764,0.0000367,0.0000547,0.0001194,0.0001010,0.0004216,0.0002563,0.0004170,0.0000379,0.0000298,0.0007240,0.0000586,0.0014475,0.0002223,0.0000742,0.0004674,0.0000407,0.0001701,0.0000703,0.0004413,0.0000309,0.0000801,0.0000210,0.0001706,0.0000378,0.0000106,0.0000639,0.0000467,0.9808988,0.0000604,0.0000667,0.0001281,0.0000130,0.0050298,0.0000756
29,0.0002401,0.0153458,0.0004293,0.0001659,0.0005836,0.0055820,0.0011443,0.0011943,0.0007682,0.0014142,0.0039025,0.0006045,0.0009415,0.0009395,0.0005237,0.0004092,0.0001136,0.0021773,0.0010039,0.0011688,0.0002127,0.0012070,0.0005149,0.0002385,0.9106187,0.0051118,0.0006019,0.0010158,0.0037258,0.0003001,0.0001292,0.0002349,0.0003606,0.0004927,0.0006266,0.0199262,0.0002261,0.0053964,0.0005691,0.0009687,0.0003778,0.0005059,0.0003557,0.0022638,0.0002685,0.0025844,0.0008449,0.0009210,0.0003095,0.0004386
30,0.0047700,0.0014936,0.0016943,0.0014656,0.0027037,0.0010638,0.0011606,0.0006748,0.0021947,0.0033170,0.0003403,0.0035476,0.0008879,0.0004431,0.0022115,0.0082999,0.0006061,0.0002163,0.0007640,0.0046707,0.0061817,0.0017387,0.0069005,0.0003469,0.0003233,0.0010174,0.0009662,0.0014213,0.0018544,0.9064081,0.0008158,0.0019764,0.0012869,0.0022159,0.0011506,0.0003206,0.0030536,0.0008028,0.0031363,0.0012872,0.0010554,0.0003278,0.0009066,0.0004365,0.0008481,0.0022123,0.0032685,0.0011613,0.0028826,0.0011709
31,0.0034997,0.0079468,0.0023380,0.0042632,0.0124004,0.0136366,0.0084495,0.0043648,0.0054671,0.0048284,0.0065087,0.0025468,0.0127056,0.0042952,0.6194334,0.0095270,0.0049281,0.0081226,0.0064492,0.0100378,0.0040497,0.0012598,0.0045413,0.0192452,0.0047040,0.0053529,0.0052355,0.0125859,0.0045693,0.0057861,0.0067827,0.0201391,0.0039217,0.0071626,0.0043012,0.0197635,0.0018992,0.0055044,0.0182623,0.0082253,0.0093704,0.0113600,0.0024619,0.0111218,0.0062782,0.0106785,0.0012523,0.0075662,0.0032377,0.0216322
32,0.0034080,0.0313170,0.0105704,0.0116023,0.0032094,0.0012603,0.0076737,0.0066894,0.0057178,0.0038500,0.0178368,0.0157183,0.0046708,0.0468526,0.0065998,0.0075556,0.0205354,0.0110419,0.0019725,0.0044424,0.0057506,0.0108639,0.0108701,0.0170823,0.0037832,0.0085708,0.0037591,0.0211368,0.0180366,0.0177732,0.0117571,0.0037426,0.0037608,0.0159562,0.4757568,0.0197694,0.0161386,0.0058861,0.0117397,0.0048220,0.0193454,0.0077827,0.0040331,0.0117641,0.0134097,0.0055648,0.0071848,0.0074177,0.0072911,0.0067265
33,0.0019674,0.0021451,0.0013914,0.0004193,0.0024945,0.0046331,0.0010168,0.0033873,0.0027983,0.0093310,0.0014355,0.0003907,0.0048497,0.0022667,0.0019458,0.0001903,0.7791391,0.0069012,0.0012131,0.0007633,0.0017083,0.0105863,0.0009021,0.0027489,0.0073558,0.0008210,0.0014882,0.0008624,0.0267077,0.0016374,0.0006160,0.0187597,0.0072297,0.0001038,0.0012288,0.0078557,0.0023280,0.0184783,0.0009449,0.0002456,0.0020066,0.0001729,0.0207194,0.0007547,0.0265732,0.0014246,0.0009034,0.0003272,0.0011259,0.0047041
34,0.0002904,0.0004107,0.0003545,0.0001579,0.0018672,0.0033792,0.0001697,0.0006375,0.0017034,0.0005011,0.0003952,0.0001804,0.0004772,0.0022916,0.0004721,0.0002343,0.0009734,0.0002020,0.0001939,0.0004913,0.0002334,0.0001896,0.0001600,0.0001326,0.0005752,0.0023941,0.0003234,0.0002280,0.0009144,0.0031924,0.0013504,0.0000938,0.0001319,0.0003696,0.0001142,0.0003645,0.0002865,0.0004870,0.0002991,0.0002370,0.0015925,0.0014651,0.0001552,0.0003321,0.0002301,0.0002193,0.0375670,0.0004246,0.0001737,0.9303807
35,0.0264744,0.0055698,0.0179967,0.0198411,0.0091229,0.0060223,0.0128896,0.0021926,0.0024210,0.0057530,0.0080907,0.0019353,0.0198895,0.0287053,0.0200469,0.0028338,0.0035934,0.0019314,0.0267380,0.0048489,0.0750102,0.0206547,0.0027662,0.0235275,0.0031721,0.0089829,0.0119020,0.0450885,0.0025033,0.0013992,0.0074159,0.0076974,0.0469486,0.0044408,0.0094087,0.0981901,0.1191484,0.0048244,0.1312106,0.0248060,0.0028543,0.0104049,0.0054851,0.0459563,0.0015357,0.0195018,0.0097515,0.0145763,0.0038284,0.0101117
36,0.0005224,0.0010425,0.0002602,0.0003608,0.0004738,0.0007494,0.0002889,0.0005729,0.0003387,0.0004881,0.0011719,0.0007623,0.0003332,0.0029858,0.0001511,0.0068822,0.0003830,0.0018746,0.0005984,0.0001180,0.0003528,0.0002479,0.0005953,0.0025067,0.0003920,0.0009650,0.1665428,0.0008253,0.0005616,0.7978699,0.0011463,0.0006475,0.0001976,0.0002868,0.0001515,0.0002783,0.0002068,0.0007157,0.0001439,0.0011162,0.0002466,0.0004967,0.0005473,0.0004604,0.0002213,0.0002796,0.0002425,0.0007759,0.0002514,0.0003705
37,0.0005652,0.0005013,0.0011929,0.0001090,0.0004526,0.0005940,0.0002178,0.0021501,0.0008903,0.0003617,0.0004713,0.0001955,0.0001283,0.0005796,0.0014550,0.0002054,0.0034065,0.0017689,0.0002353,0.0004099,0.0003480,0.0001480,0.0012330,0.0023770,0.0006799,0.0004411,0.0001651,0.0005872,0.0009516,0.0015172,0.0006553,0.0002108,0.0003646,0.0002296,0.9612378,0.0048223,0.0005919,0.0007026,0.0002368,0.0020565,0.0003703,0.0007678,0.0005494,0.0002911,0.0000794,0.0006697,0.0002135,0.0007085,0.0004511,0.0004522
38,0.0029782,0.0032636,0.0050228,0.0055366,0.0041329,0.0141581,0.0010184,0.0047333,0.0136042,0.0066022,0.0186382,0.0027744,0.0053296,0.0007409,0.0736617,0.0061620,0.0037842,0.0035691,0.4169148,0.0013050,0.0109122,0.0041072,0.0037519,0.0025969,0.0053935,0.0047194,0.0093637,0.0022193,0.0023997,0.0033682,0.0023189,0.0056698,0.0067308,0.0162683,0.0042527,0.2023295,0.0092684,0.0006455,0.0079142,0.0054545,0.0068632,0.0016766,0.0093976,0.0017919,0.0111845,0.0022818,0.0032046,0.0022890,0.0540466,0.0036493
39,0.0020059,0.0005035,0.0006968,0.0005595,0.0004611,0.0013157,0.0003677,0.0004702,0.0003968,0.0005141,0.0006217,0.0004012,0.0002383,0.0002341,0.0008609,0.0003734,0.9278052,0.0029993,0.0012596,0.0001992,0.0007888,0.0003732,0.0006211,0.0011867,0.0002117,0.0002093,0.0061198,0.0003085,0.0002544,0.0043579,0.0018758,0.0003327,0.0003640,0.0002267,0.0010791,0.0007643,0.0080223,0.0058183,0.0007710,0.0003715,0.0009975,0.0001910,0.0002323,0.0003381,0.0008490,0.0098933,0.0006996,0.0086614,0.0007359,0.0010605
40,0.0015040,0.0034503,0.0032647,0.0001880,0.0107271,0.0012695,0.0010987,0.0007103,0.0003619,0.0018078,0.0004108,0.0028197,0.0007135,0.0008396,0.0009316,0.0008479,0.0141017,0.0013816,0.0023193,0.0061491,0.9074069,0.0004852,0.0010757,0.0003751,0.0038237,0.0005637,0.0006385,0.0007548,0.0009679,0.0003937,0.0007602,0.0007408,0.0016760,0.0010247,0.0008196,0.0004699,0.0026313,0.0003112,0.0062019,0.0007839,0.0015092,0.0003834,0.0021221,0.0003169,0.0019965,0.0021195,0.0015738,0.0015117,0.0005716,0.0010936
41,0.0288394,0.0054919,0.0011513,0.3870728,0.0015995,0.0019093,0.0022616,0.0045730,0.0607803,0.0003949,0.0064297,0.0020376,0.0023245,0.0048150,0.0022087,0.0170098,0.0015252,0.0027787,0.0044603,0.0011938,0.0010594,0.0010409,0.0074061,0.1152004,0.0399051,0.0044657,0.0684312,0.0481038,0.0011294,0.0044869,0.0132177,0.0009602,0.0016489,0.0011622,0.0031584,0.0030156,0.0049065,0.0439336,0.0015526,0.0040383,0.0093314,0.0026245,0.0367875,0.0033662,0.0071500,0.0044811,0.0027479,0.0022299,0.0016082,0.0219931
42,0.0001787,0.0003786,0.0002629,0.0012812,0.0049893,0.0002389,0.0001589,0.0002094,0.9593697,0.0007272,0.0006959,0.0002741,0.0004325,0.0001785,0.0001505,0.0003043,0.0002377,0.0000777,0.0002711,0.0000314,0.0002421,0.0001961,0.0002682,0.0000842,0.0002797,0.0060911,0.0002847,0.0002367,0.0005766,0.0001935,0.0001044,0.0002235,0.0000881,0.0002755,0.0000651,0.0005109,0.0002801,0.0001526,0.0002299,0.0145447,0.0006236,0.0003690,0.0009241,0.0002978,0.0013983,0.0000672,0.0002698,0.0004159,0.0001631,0.0000947
43,0.0106394,0.0016338,0.0003515,0.0025859,0.0164221,0.0001491,0.0003706,0.0008226,0.0005172,0.0023848,0.0014603,0.0006721,0.0022398,0.0016864,0.0016190,0.0002742,0.0002493,0.0032804,0.0005956,0.0005364,0.0019738,0.0010288,0.0004064,0.0016669,0.0091422,0.0034670,0.0013761,0.0014686,0.0011627,0.0006968,0.8916057,0.0012124,0.0058512,0.0014355,0.0003774,0.0006499,0.0037511,0.0027011,0.0022778,0.0010773,0.0014978,0.0006402,0.0002385,0.0023879,0.0067232,0.0007241,0.0043307,0.0001015,0.0006885,0.0008482
44,0.0009731,0.0009493,0.0012311,0.0005542,0.0027721,0.0207516,0.0001994,0.0029384,0.0016474,0.0314404,0.0087444,0.0043671,0.0006652,0.0039923,0.0007083,0.0008417,0.0004050,0.0007488,0.0017895,0.0014296,0.0006769,0.0004519,0.0012854,0.0009561,0.0598724,0.0007379,0.0012639,0.0037459,0.0051521,0.0004103,0.0088181,0.0396758,0.0035494,0.0026938,0.0107704,0.0112600,0.1156656,0.0183529,0.0004147,0.0034181,0.0004983,0.0000815,0.0024058,0.0005206,0.0063199,0.5940598,0.0005496,0.0022302,0.0164474,0.0005665
45,0.0035111,0.0026723,0.0038503,0.0026430,0.0014296,0.0020514,0.0023778,0.0040112,0.0079389,0.0019453,0.0074496,0.0010109,0.0039324,0.0039188,0.0016246,0.0027131,0.0025783,0.0019818,0.6547087,0.0059542,0.0018348,0.0090720,0.0008016,0.0055204,0.0028924,0.0028798,0.0017606,0.0046429,0.0028040,0.0082091,0.0042109,0.0040425,0.0772053,0.0080869,0.0033477,0.0015747,0.0020175,0.0017288,0.0021002,0.0045700,0.0039693,0.0199357,0.0047460,0.0028035,0.0018597,0.0750265,0.0037257,0.0123670,0.0062607,0.0017003
